CategoryV7,remarks_text,subject_content_text,root_category_name,root_category_code,total_no_of_stages,hierarchy_order,category_hierarchy_code
23013, A copy of EME Records letter No X4X7X2X3X/Gen/TM-5/NE-1 dt 04 Jan 2023 is fwd herewith.,"Ex Servicemen Welfare >> Service Related >> Outstanding Dues >> Pay Related >> Army

Regional Office : EME Records 
Service No. of ESM : X4X7X2X3X
Rank Last Held : SEP
PPO No. : X0X2X2X0X9X7
Concerned Record Office : EME RECORDS XEXUXDXRXBXD
-----------------------
SUB: REQUEST FOR NON ADJUSTMENT OF CEA FOR THE ACADEMIC YEAR 2021-2022
1.	I No X4X7X2X3X Rank Sep Name Karthi L retired on 30 Sep 2021.
2.	Please refer to the Zila Sainik Board letter No L.Dis.No.10405/2022/A3 Date 27/10/2022 and attached with for your reference.
3.	I had already forwarded an application along with all enclosures for Children Education Allowance through Zila Sainik Board Vellore to EME Records.
4.    I request you to solve the issues and credit the CEA for the academic year 2021-2022 amount which is applicable for me at the earliest.
Encls :- (01 x Dept of Ex Servicemen Welfare)",Department of Ex Servicemen Welfare,5597,5,"['Department of Ex Servicemen Welfare', 'Service Related', 'Outstanding Dues', 'Pay Related', 'Army']","[5597, 5600, 22591, 22646, 23013]"
266,"  The customer has been advised suitably, copy enclosed. ","Financial Services (Banking Division) >> Misbehaviour/Harrassment/Corruption by Bank Staff

Bank/Financial Institute : State Bank of India
Branch / Name of Bank and Branch : State Bank of India Branch Barh
-----------------------
दिनांक 31 दिसंबर 2022 को मैं भारतीय स्टेट बैंक के  Home Branch शाखा बाढ़ में दोपहर 12:01 PM को  इंटरनेट बैंकिंग के पासवर्ड रिसेट के लिए गया था। वहां कर्मचारियों की उपस्थिति कम थी जिसके वजह से मैं Deputy Branch manager महोदय जी के केबिन में अपनी समस्या सुनाने चला गया,परंतु उन्होंने मेरा समस्या सुनने से इंकार कर दिया और भला बुरा कह कर वहां से भगा दिया।
उन्होंने कहां कि मैं ये सब फालतू काम के लिए नहीं बैठा हूं तुमलोग नौटंकी करने आ जाते हो।
सबसे बड़ी बात ये है कि बैंक में उस वक्त ज्यादा ग्राहक भी मौजूद नहीं थे‌।
उनका अमर्यादित भाषा तहजीब की हदें पार कर के ग्राहक को ये एहसास करा रहा था कि जैसे हम ग्राहक नाली के कीड़े हैं।हालांकि बड़े पदों पर बैठकर कुछ लोग आसमान में उड़ने लगते हैं जोकि पतन का कारण बनता है।
आला अधिकारी महोदय जी से मेरा अनुरोध है कि उप शाखा प्रबंधक महोदय जी पर उचित कार्यवाही करके बैंकिंग सेवा को सुदृढ़ एवं बैंककर्मी तथा ग्राहक के बीच एक स्वस्थ समन्वय स्थापित कराने का पहल किया जाय।

दुर्भाग्यवश मैं अपना ATM Pin, Internet banking password और CIF number इत्यादि भुल चुका हूं।
इसी संदर्भ में मदद लेने गया था परंतु आपत्तिजनक शब्दों से मेरा हृदय छलनी हो गया।
इस शाखा में इतिहास रहा है सभी पदासिन उच्च पद पर के लोग सदैव अकड़ और तेवर में रहते हैं। 
शिकायत दर्ज कराने के उपरांत कस्टमर को टारगेट करते हैं उन्हें अनावश्यक रूप से परेशान करते हैं।

कृपया इस मामले में उचित कार्यवाही अवश्य करें ताकि देश के अंदर उपभोक्ता के अधिकार का हनन ना हो।
साहेब समय जितना बहुमूल्य आपका है उतना ही बहुमूल्य एक आम अनपढ़ ग्राहक का भी है। कृपया ग्राहकों के साथ ऐसा भेदभाव होने से बचाएं।

धन्यवाद आभार
एक परेशान बैंक ग्राहक।।
जय हिन्द।।",Banking,251,2,"['Banking', 'Misbehaviour/Harrassment/Corruption by Bank Staff']","[251, 266]"
2384, With reference to the grievance it is to inform that member school leaving certificate has sent for verification and confirmation vide letter no. 2628 dated 09.01.2023. After receipt confirmation in the matter member name and dob will be corrected. copy of the letter attached.	Shekhar Kumar (RPFC -I),"Labour and Employment >> Compliance related Issues >> UAN related issues/KYC related issues.

Name and Address of Establishment : M/S. PATLE CONTRACTORS (X-X-X-X-X), M/S MAA BAMLESHWARI ENTERPRISES NEAR HUMAN TEMPLE JEATALA NAGPUR -16 (X-X-X-X-X)
UAN No. : X0X0X3X7X9X
PF Code/ PF Account No. : XGXAX/X1X8X/X8X8X
PPO No. : Not Provided
Scheme Certificate Number : Not Provided
PF Office : Regional Office, Nagpur
-----------------------
Please help me correct my Pf Profile and father&#39;s Name in both establishments. For Withdrwral PF. and adhar  card updation  I need money for a medical condition please help me to solve this type of issue",Labour and Employment,2173,3,"['Labour and Employment', 'Compliance related Issues', 'UAN related issues/KYC related issues.']","[2173, 2345, 2384]"
1219,,"School Education and Literacy >> Degree/Certificate Related >> Others >> Public/Pvt. Schools

Name of School : Gnyanodaya Multipurpose School
State/UT : Maharashtra
-----------------------
My name is Suraj yadav and i passed out from this college in 2018. Due to some personal reasons I have to go to Village for future studies after that the COVID Pandamic. I was unable to collect my passing certificate from college. Nowaday I am trying to get my certificate from school the staff says you were too late we have to find out your certificate. Many times I tried to get back my certificate but every time they refuses me with the same reason. 
Kindly help me and provide me my certificate.",School Education,398,4,"['School Education', 'Degree/Certificate Related', 'Others', 'Public/Pvt. Schools']","[398, 402, 519, 1219]"
1115," The applicant may please take up the above matter with the Ministry of External Affairs, GOI as mutual recognition of Covaxin in India with other countries are done by MEA . ","Health & Family Welfare >> Public Health >> Disease Outbreak    >> Other
-----------------------
I am a NRI living in Canada. My 15 Year old daughter has taken both doses of COVAXIN in India before moving to Canada. Unfortunately Canada did not recognize this vaccine quoting WHO has only approved COVAXIN for 18+ and older.  Please refer the link below.

www.who.int/news-room/feature-stories/detail/the-bharat-biotech-bbv152-covaxin-vaccine-against-covid-19-what-you-need-to-know

Please do the needful to get the Vaccine approved by WHO asap for all the age group.",Health and Family Welfare,656,4,"['Health and Family Welfare', 'Public Health', 'Disease Outbreak \xa0\xa0', 'Other']","[656, 663, 1105, 1115]"
16566, Applicant visit state RTI online portal and check view Status to know status of RTI application. This registration no. are not for central Govt. department.,"Legislative Department >> RTI >> RTI Application >> Not replied within time frame
-----------------------
XDXFX/X/X0X2X8X1X2 this is my online RTI Registration number. From which date it&#39;was transferred to concern person till this date i have not received any update from there side.",Legislative Department,11883,4,"['Legislative Department', 'RTI', 'RTI Application', 'Not replied within time frame']","[11883, 16559, 16561, 16566]"
2390, Member bank KYC approved by the employer.	Vipin Sharma (RPFC I)	,"Labour and Employment >> Employer's grievance >> KYC related issue.

Name and Address of Establishment : SUDAM KUMAR
UAN No. : X0X7X0X8X5X5
PF Code/ PF Account No. : X-X-X-X-X
PPO No. : Not Provided
Scheme Certificate Number : Not Provided
PF Office : Regional Office, Mumbai(Bandra)
-----------------------
NAME:-SUDAM KUMAR AND UAN:-X0X7X0X8X5X5,MEMBR ID:-X-X-X-X-X My Dear Sir Bank KYC Pending But Employer Approved Kar Dijiye Please All Worker Ko Bank KYC And Pan Card KYC Rok Ke Rakhta Hai Phone Karne Ke Bad Employer Gali Galauj Karta Hai Kisi Se Help Lete Hai to Emplayer Apne Aap ko Bahut Kabil Samajhta Hai",Labour and Employment,2173,3,"['Labour and Employment', ""Employer's grievance"", 'KYC related issue.']","[2173, 2346, 2390]"
284, Account Activated,"Financial Services (Banking Division) >> Deficiency in Customer Service Related >> Delay in Service

Bank : Other / Private Sector Bank.
Branch / Name of Bank and Branch : Federal bank vile parle
-----------------------
I am having a savings in name of uday Gangoli  ending 4832.but I have transferred funds still it shows inoperative and cannot make any transactions.kindly do the neede full  cooperation from the bank.",Banking,251,3,"['Banking', 'Deficiency in Customer Service Related', 'Delay in Service']","[251, 253, 284]"
5585," The registered grievance does not have the required details - Order Number, to process the grievance. The consumer is requested to provide the above-required details by NCH, in the reminder link by 4th January 2023. As no details were updated, the case is being closed.","Consumer Affairs >> Vigilance Related  >> Miscellaneous
-----------------------
Flipkart is providing fake products and then when called for replacement blocks the accounts so no product can be replaced or returned. I am having account no X0X1X6X8X8 which was blocked.i want 5 lakhs compensation for harrasment",Department of Consumer Affairs,5409,3,"['Department of Consumer Affairs', 'Vigilance Related ', 'Miscellaneous']","[5409, 5467, 5585]"
14631,"The registered grievance does not have the required details - Order Number, to process the grievance. The consumer is requested to provide the above-required details in the reminder link by 5th January 2023. As no details were updated, the case is being closed","Commerce >> Other issues
-----------------------
Flipkart ecommerce company is providing duplicate products and when there is need to replace the same they have blocked and no reply provided by the company for account no X0X1X6X8X8",Department of Commerce,11555,2,"['Department of Commerce', 'Other issues']","[11555, 14631]"
39, Sir As per CRM Record Broadband/Landline number X7X5X-X4X0X4 has been Disconnected on 02.01.2021 . For further Restoration of the services Customer is requested to visit the Nearest BSNL office.,"Telecommunications >> Landline Related >> Telephone not working properly

Landline Number : X7X5X2X0X2X
Service Provider : Bharat Sanchar Nigam Limited Corporate Office
-----------------------
This number is allready discount.",Telecommunications,1,3,"['Telecommunications', 'Landline Related', 'Telephone not working properly']","[1, 5, 39]"
291," महोदय/महोदया, 
हम इस संदर्भ में आपको अवगत कराते हैं कि हमारे बैंक ने ग्राहक से पत्र / ईमेल दिनांकित 18.01.2023 के माध्यम से संवाद किया है। आपके सुलभ संदर्भ हेतु यहाँ उसकी प्रतिलिपी संलग्न करते है। अतः इस शिकायत को हमारे स्तर से बंद करने की अनुशंसा करते है। 
सादर  
Sir/Madam, 
We Hereby apprise that our bank has communicated to the customer vide letter/ email dated 18.01.2023. The same is attached herewith for your ready reference. Hence, we recommend for closure of the same at our end. 
Regards
","Financial Services (Banking Division) >> Deficiency in Customer Service Related >> Others

Bank : Bank of Baroda
Branch / Name of Bank and Branch : Vile Parle East dena bank
Account Number : 000000
-----------------------
I am being charged sms and other charges without any intimation to customer how can bank charge huge for non existing debit card",Banking,251,3,"['Banking', 'Deficiency in Customer Service Related', 'Others']","[251, 253, 291]"
330,We refer to the complaint bearing CPGRAMS XEXBX/X/X0X3X0X0X0X4 lodged by VARUN SHARMA. Please find enclosed the copy of reply sent to the customer for your ready reference and shall be glad to provide any further clarifications required in the said matter.,"Respected Team Icici Bank

Please Help Me.
I’m Varun Sharma From Amritsar-143001 without inform charges deducted Icici Bank Current Account No. X0X6X5X0X1X7 Branch :- Mall Road Amritsar charges Deducted Amount Rs.1545/- 
i’m very hard request to Branch Manager Icici Bank Mall Road Amritsar. (Sir please erase reversal request my charges Rs.1545/- ) Icici Bank Branch Manager very rudely talk to me.
I’m requested team Icici Bank please strictly action against icici brach manager.
Please refund my deducetd amount Rs.1545/- without future delay.

Thanks &amp;amp; regards
Varun Sharma 
+(91)X0X9X2X0X0",Banking,251,3,"['Banking', 'Service Charges Related', 'Others']","[251, 261, 330]"
5269,,"Justice >> Complaint against Judicial Officers
-----------------------
आदरणीय महोदय मैं करीना पुत्री वेदनाथ गांव की तहसील रामगढ़ जिला अलवर पिन कोड 301026 की निवासी हूं श्रीमान 31 अक्टूबर 2021 को मेरा विवाह श्री संदीप पुत्र श्री सुरेश नाथ गांव बेरला जिला भिवानी (वर्तमान में जिला चरखी) पिन कोड हरियाणा पिन कोड 127308 श्री संदीप से मेरा विवाह हो गया था तो उसके पश्चात विवाह प्रमाण पत्र के लिए ऑनलाइन आवेदन मैंने अपनी नगर पालिका रामगढ़,अलवर (राजस्थान)301026 में किया था जिसका ऑनलाइन आवेदन भी नगर पालिका के कर्मचारी श्री इदरीश इसके द्वारा किया गया था जिसका रजिस्ट्रेशन नंबर निम्न है X8X0X0X1X0X0X2X0X0X7X2X2X रजिस्ट्रेशन की तारीख 02/05/2022 तथा जारी दिनांक 17/05/2022। श्रीमान जी विवाह पंजीयन अधिकारी रामगढ़ के द्वारा जारी किया गया था जिसमें मेरे पति और मेरा स्वयं का एड्रेस है अपूर्ण लिखा हुआ हैश्रीमान जी इसके संबंध में मैं 3 बार शिकायत दर्ज करा चुकी हूं परंतु कोई समाधान नहीं किया गया है जो शिकायतें मैंने की है वह सभी में पीडीएफ के माध्यम से सलंगन कर रही हूं पहली शिकायत दिनांक 07/09/2022 को की थी।जिसका शिकायत नंबर XOXRX/X/X0X2X0X0X8 तथा दूसरी शिकायत सम्पर्क पोर्टल राजस्थान पर की जिसका नंबर X0X2X5X1X8X9X6X एवम तीसरी शिकायत नम्बर XEXOX/X/X0X2X1X6X3 को इतनी शिकायतों के पश्चात भी कोई समाधान नहीं हुआ है श्रीमान जी नगर पालिका रामगढ़ के कर्मचारी श्री इदरीश को मैंने नगरपालिका में अपने और अपने पति के सभी दस्तावेज दिए थे परंतु उसके पश्चात भी नगरपालिका के कर्मचारियों के द्वारा लापरवाही बरती गई जिसका खामियाजा हमें उठाना पड़ रहा है श्रीमान जी मेरे पति केंद्र सरकार में एक ऑफिसर हैं उनके सर्विस रिकॉर्ड में मेरा नाम दर्ज नहीं हो पा रहा है जिसकी वजह से मुझे काफी असुविधा हो रही है सरकार की तरफ से मिलने वाली सुविधाओं से मुझे वंचित रखा गया है आप से मेरी विनती है कि शीघ्र से शीघ्र मेरे विवाह प्रमाण पत्र में मेरे पति का और मेरा दोनों का एड्रेस सही लिखा जाए ताकि मैं अपने पति के सर्विस रिकॉर्ड में अपना नाम दर्ज करा सकूं और जो मिलने वाली सरकारी सुविधाएं उनका लाभ उठा सकें धन्यवाद।",Department of Justice,5256,2,"['Department of Justice', 'Complaint against Judicial Officers']","[5256, 5269]"
25809," Your suggestions are always welcome. Should you have any other suggestions Register on MyGov App. You can Follow MyGov on Twitter/Subscribe to MyGov YouTube Channel also.

   Regards,
","Administrative Reforms and Public Grievances >> Central Government related
-----------------------
HON&#39;BLE SIR :

I AM SORRY TO INFORM YOU THAT  :YOUR PMO PG PORTAL DOESN&#39;T GIVE XAXIXFXCXOXY SEVICE. 

IT V V V IMPORTANT PLACE. 

PL HELP. 

GREAT REGARDS :

Sri Shyama pada Bhattacharyya

MOB X8X1X5X9X9  

KOTULPUR NEAR STAR HALL: PO - KOTULPUR : DISTRICT- BANKURA : WB PIN CODE 722141",Administrative Reforms and public grievances,25808,2,"['Administrative Reforms and public grievances', 'Central Government related']","[25808, 25809]"
2793, Your Petition has been forwarded to The Prime Minister Office vide letter no. X3X1X/X1X2X2X-P.G.Cell dated 13.01.2023 (Copy attached) for necessary redressal.,"Personnel and Training >> Others >> Other Miscellaneous Matter
-----------------------
HON&#39;BLE SIR :

I AM SORRY TO INFORM YOU THAT : YOUR PMO PG PORTAL DOESN&#39;T GIVE XAXIXFXCXOXY SERVICE. 

IT IS V V V IMPORTANT PLACE. 

PL HELP. 

GREAT REGARDS :

Sri Shyama pada Bhattacharyya

Mob X8X1X5X9X9

KOTULPUR : NEAR STAR HALL : PO - KOTULPUR: DISTRICT- BANKURA : WB PIN CODE 722141",Personnel and Training,2570,3,"['Personnel and Training', 'Others', 'Other Miscellaneous Matter']","[2570, 2582, 2793]"
2403, It is to inform that member ha sEPS membership from 01-NOV-2012 still EPS is not deducted/not given EPS membership in MH/43647. Hence transfer claim is rejected. Member is requested to contact employer for clarification & other documents.	Pooja Singh (RPFC I),"Labour and Employment >> Transfer related issues >> Others

Name and Address of Establishment : ERNST & YOUNG LLP, Mumbai (X-X-X-X-X)
UAN No. : X0X1X8X6X0X6
PF Code/ PF Account No. : X-X-X-X-X0X3X4X8
PPO No. : Not Provided
Scheme Certificate Number : Not Provided
PF Office : Regional Office, Bandra 1
-----------------------
Dear Sir,
I have when working in various organizations since last 11 years and I have never faced issue in making EPF &amp; EPS transfer and I thank you for that. But my last claim got reject saying my father&#39;s name is incorrect and EPS not deposited because of my organizations mistake.

My previous organization has made multiple requests to correct the father&#39;s name and EPS deposit, even after 6 months the issue has not be resolved.

Since I do not stay in Maharashtra it is difficult for me to travel to PF office Bandra to get this sorted physically. So requesting you to sort this issue with smooth transfer of EPF &amp; EPS to new PF account.

Thanks
Suraj",Labour and Employment,2173,3,"['Labour and Employment', 'Transfer related issues', 'Others']","[2173, 2347, 2403]"
266,  Aadhar from account X4X8X1X0X3X1X has been delinked.,"Financial Services (Banking Division) >> Misbehaviour/Harrassment/Corruption by Bank Staff

Bank/Financial Institute : Other / Private Sector Bank.
Branch / Name of Bank and Branch : BARHAMPUR
-----------------------
HON&#39;BLE SIR :

I AM SORRY TO INFORM YOU THAT : HON&#39;BLE SRI J L TOBIAS CHAIRMAN : BANGIYA GRAMIN VIKASH BANK : HEAD OFFICE : BARHAMPUR XUXSXIXAXBXD WB DOESN&#39;T ANY CO OPERATE FOR DELINK AADHAAR FROM HIS BGVB XAXHXMXDXAXPXR BR BANKURA DISTRICT WB. 

I AM AN OLD MAN AND SR. CITIZEN. 

PL TAKE N/ A FOR HIS ATROCITIES DELIBERATE HARASSMENT AND NON CO-OPERATION DAY AFTER DAY BY THE CHAIRMAN BGVB HO BARHAMPUR XUXSXIXAXBXD WB DAY AFTER DAY WITH HIS OLD CUSTOMER: OLD MAN AND SR. CITIZEN. 

GREAT REGARDS :

Sri Shyama pada Bhattacharyya

Mob X8X1X5X9X9

KOTULPUR: NEAR STAR HALL : PO - KOTULPUR: DIST - BANKURA : WEST BENGAL : PIN CODE 722141",Banking,251,2,"['Banking', 'Misbehaviour/Harrassment/Corruption by Bank Staff']","[251, 266]"
327, satisfactory letter of customer is enclosed. hence the complaint is closed.,"Financial Services (Banking Division) >> Service Charges Related >> Non-maintenance of Minimum Balance

Bank : Punjab & Sind Bank
Branch / Name of Bank and Branch : PUNJAB & SIND BANK BATALA ROAD AMRITSAR
Account Number : X4X8X0X0X5X4X9
-----------------------
Respected Team PSB BANK

Please Help Me.
I’m Varun Sharma From Amritsar-143001 without inform charges deducted PUNJAB &amp; SIND BANK BATALA ROAD AMRITSAR SAVINGS Account No. X4X8X0X0X5X4X9 Branch :- Batala Road Amritsar charges Deducted Amount Rs.118/- 
i’m Request to Branch Manager PUNJAB &amp; SIND BANK BATALA ROAD AMRITSAR. (Sir please erase reversal request my charges Rs.118/- ) PUNJAB &amp; SIND BANK Branch Manager very rudely talk to me.
I’m requested team PUNJAB &amp; SIND BANK please strictly action against PUNJAB &amp; SIND BANK BATALA ROAD AMRITSAR manager.
Not aware through PUNJAB &amp; SIND BANK BATALA ROAD AMRITSAR SAVINGS ACCOUNT NON-MAINTENANCE CHARGES RELEATED 
I’M requested team punjab &amp; sind bank my deducetd amount Rs.118/- Please refund without future delay.

Thanks &amp; regards
Varun Sharma 
+(91)X0X9X2X0X0",Banking,251,3,"['Banking', 'Service Charges Related', 'Non-maintenance of Minimum Balance']","[251, 261, 327]"
25809,Aadhar has been successfully delinked from the account.,"Administrative Reforms and Public Grievances >> Central Government related
-----------------------
HON&#39;BLE SIR : 

I AM AN OLD MAN AND SR. CITIZEN. 

I WILL BE DIED FOR ATROCITIES: DELIBERATE HARASSMENT AND NON CO-OPERATION BY HON&#39;BLE SRI JESSOP L TOBIAS : CHAIRMAN :BANGIYA GRAMIN VIKASH BANK : HEAD OFFICE : BARHAMPUR  :XUXSXIXAXBXD :WB FOR DELINK AADHAAR FROM MY BGVB XAXHXMXDXAXPXR BRANCH: BANKURA DISTRICT WB IN SPITE OF MY SEVERAL COMPLAINTS. 

PL TAKE N/ A AGAINST HON&#39;BLE SHRI JOSEPH LAWRENCE TOBIAS CHAIRMAN BGVB HO BARHAMPUR XUXSXIXAXBXD WB IMMEDIATELY. 

GREAT REGARDS :

Sri Shyama pada Bhattacharyya

Mob X8X1X5X9X9

KOTULPUR: NEAR STAR HALL : PO - KOTULPUR: DISTRICT- BANKURA: WEST BENGAL PIN 722141",Administrative Reforms and public grievances,25808,2,"['Administrative Reforms and public grievances', 'Central Government related']","[25808, 25809]"
4455," On verification of CPGRAMS portal, it is noticed that taxpayer has filed multiple grievances for same issue and accordingly we are keeping XBXDX/X/X0X2X5X5X1 as open and pending for resolution and closing the other grievances raised at later date since it is duplicate grievance. The pending grievance  will be prioritized for early resolution.","Central Board of Direct Taxes (Income Tax) >> Direct Taxes >> Issues with IT Returns >> Refund matter, Wrong Demand

PAN No. : XdXpX1X1Xf
Assessment Year : 2022-23
Charge/Office  : Not Provided
Regional office / Office : DGIT(Systems) CPC, E-filing
-----------------------
Grievance ref X0X3X2X1 informed to be resolved by cpc income team against   Request for rectification of order communicated vide acknowledgement no X2X0X3X5X0X0X2X pertaining to year 2022-23 ADMPR 1310F Based on following facts TDS allowed of Rs 1,25,009/ request thorough reconciliation as TDS claimed for Rs 3,82,904 is based on TDS deducted in schedule TDS2 and TDS3 pertains to income received during year 2021 -22 assessment year 2022-23. Unable to file rectification on line because of error code ITD-ECE2002 same was informed on tel to cpc team at 12.33 eight minutes discussions kindly check recordings of communication , so rectifications request through email may kindly be considered . Hope for thorough reconciliation of taxes credit mismatch deducted under TDS2 and TDS3 pertaining to year 2021-22 . 

Hoping for reconciliation and rectification order within 15 days by 12.01.2023 as 

Resolution suggested to  file the revised return u/s 139(5) before 31st Dec 2022 was not helpful because of system deficiencies to accept credit mismatch attempts with assistance on problems of income tax website  fron contact Helpdesk on X8X6X4X4X0X was not working so Grievance X0X3X2X1 has not been Resolved tax credit mismatch an apparent error requires to be corrected as per provisions of section 154  by income tax officers  at the earliest within time bound schedule. Tax demand status is to be updated , no interest additions for processing and inadequacy of system to accept on line corrections .",Central Board of Direct Taxes (Income Tax),4414,4,"['Central Board of Direct Taxes (Income Tax)', 'Direct Taxes', 'Issues with IT Returns', 'Refund matter, Wrong Demand']","[4414, 4419, 4449, 4455]"
2789,  Aadhar from account X4X8X1X0X3X1X has been delinked.,"Personnel and Training >> Vigilance/Disciplinary Matters >> Others
-----------------------
HON&#39;BLE SIR :

I AM AN OLD MAN AND SENIOR CITIZEN. 

I WILL BE DIED FOR ATROCITIES: DELIBERATE HARASSMENT AND NON CO-OPERATION BY HON&#39;BLE SRI JOSEPH LAWRENCE TOBIAS: CHAIRMAN : BANGIYA GRAMIN VIKASH BANK : HEAD OFFICE : BARHAMPUR XUXSXIXAXBXD WB FOR DELINK AADHAAR FROM MY BANGIYA GRAMIN VIKASH BANK : XAXHXMXDXAXPXR BR  BANKURA DISTRICT SAVING BANK ACCOUNT. :

PL TAKE N/ A IMMEDIATELY AGAINST HON&#39;BLE SRI JOSEPH LAWRENCE TOBIAS : CHAIRMAN BGVB BARHAMPUR XUXSXIXAXBXD WB. 

GREAT REGARDS :

Sri Shyama pada Bhattacharyya
Mob X8X1X5X9X9

KOTULPUR : NEAR STAR HALL: PO - KOTULPUR : DIST- BANKURA WEST BENGAL : PIN CODE 722141",Personnel and Training,2570,3,"['Personnel and Training', 'Vigilance/Disciplinary Matters', 'Others']","[2570, 2581, 2789]"
15916,  Aadhar from account X4X8X1X0X3X1X has been delinked.,"Electronics & Information Technology >> OTHERS >> Other
-----------------------
HON&#39;BLE SIR :

IT IS A MATTER OF GREAT REGRET THAT : RESP. BR MGR : BANGIYA GRAMIN VIKASH BANK : XAXHXMXDXAXPXR BRANCH BANKURA DISTRICT WB IS FULLY DISABLED FOR DELINK AADHAAR FROM MY SAVINGS BANK ACCOUNT. 

IT IS I T PROBLEM. 

EITHER HIS IT CELL/ CORE BANKING PROBLEM / NCPI PROBLEM/ UIDAI ( AADHAAR DEPTT PROBLEM).. 

I SENT COMPLAINT BEFORE THE HON&#39;BLE CHAIRMAN BGVB HO BARHAMPUR XUXSXIXAXBXD WB HE TREATED MY PRAYERS AS BARKING DOGS. 

I WILL BE DIED FOR HIS ATROCITIES. 
PL TAKE N/A IMMEDIATELY. 

REGARDS :

Sri Shyama pada Bhattacharyya

Mob X8X1X5X9X9",Ministry of Electronics & Information Technology,15481,3,"['Ministry of Electronics & Information Technology', 'OTHERS', 'Other']","[15481, 15876, 15916]"
20204, Reply attached,"Economic Affairs >> Administration Related >> Other Matters
-----------------------
HON&#39;BLE SIR :

I AM AN OLD MAN AND SENIOR CITIZEN. 

I WLL BE DIED FOR ATROCITIES: DELIBERATE HARASSMENT AND NON CO-OPERATION DAY AFTER DAY BY HON&#39;BLE SHRI JOSEPH LAWRENCE TOBIAS: HON&#39;BLE CHAIRMAN: BANGIYA GRAMIN VIKASH BANK : HEAD OFFICE : BARHAMPUR :XUXSXIXAXBXD : WEST BENGAL FOR DELINK AADHAAR FROM MY BANGIYA GRAMIN VIKASH BANK: XAXHXMXDXAXPXR BRANCH: BANKURA DISTRICT WB. 

HON&#39;BLE CHAIRMAN BGVB HO BARHAMPUR XUXSXIXAXBXD WB DOESN&#39;T ANY CARE . HE TREATED MY PRAYERS AS BARKING DOGS. 

PL TAKE N/ A AGAINST HON&#39;BLE SHRI JOSEPH LAWRENCE TOBIAS CHAIRMAN BGVB HO BARHAMPUR XUXSXIXAXBXD WB IMMEDIATELY. 

GREAT REGARDS :

Sri Shyama pada Bhattacharyya

Mob no X8X1X5X9X9

KOTULPUR : NEAR STAR HALL : PO - KOTULPUR  :BANKURA DISTRICT : WB PIN CODE 722141",Department of Economic Affairs ACC Division,20198,3,"['Department of Economic Affairs ACC Division', 'Administration Related', 'Other Matters']","[20198, 20199, 20204]"
21975,,"NITI Aayog >> Administration and Establishment Matters >> Establishment matters >> Miscellaneous Matters
-----------------------
HON&#39;BLE SIR :

I AM AN OLD MAN AND SENIOR CITIZEN. 

I WILL BE DIED FOR ATROCITIES: DELIBERATE HARASSMENT AND NON CO-OPERATION DAY AFTER DAY  BY   HON&#39;BLE SRI JOSEPH LAWRENCE TOBIAS : CHAIRMAN: BANGIYA GRAMIN VIKASH BANK : HEAD OFFICE : BARHAMPUR XUXSXIXAXBXD WB  FOR DELINK AADHAAR FROM MY SAVING BANK ACCOUNT AT BANGIYA GRAMIN VIKASH BANK : XAXHXMXDXAXPXR BRANCH BANKURA DISTRICT WB. 

RESP. BR MGR BGVB XAXHXMXDXAXPXR BRANCH BANKURA DISTRICT SENT FALSE REPORT. 

PL TAKE N/ A AGAINST HON&#39;BLE SHRI JOSEPH LAWRENCE TOBIAS CHAIRMAN BGVB HO BARHAMPUR XUXSXIXAXBXD WB FOR HIS ATROCITIES IN SPITE OF MY SEVERAL COMPLAINTS. 

REGARDS :

Sri Shyama pada Bhattacharyya

Mob X8X1X5X9X9

Kotulpur : NEAR STAR HALL: PO KOTULPUR: DIST BANKURA WB PIN CODE 722141",NITI Aayog,21018,4,"['NITI Aayog', 'Administration and Establishment Matters', 'Establishment matters', 'Miscellaneous Matters']","[21018, 21019, 21021, 21975]"
11572, The compliance is enclosed herewith for your information please.,"Railways, ( Railway Board) >> Complaint against staff other than Train and station

Railway Board/ Zone/ PSU/ PU/ Office : East Coast Railway - Khurda Road
-----------------------
The house keeper did not provided the blanket, bed sheets, pillow etc. by taking lame excuse the they are not providing the same to the RAC passengers.
they only provides the same as per the seats and not as per the passengers.

01.That,  the TTE and other officers of the train did nothing towards the same by saying that this not not their duty and jurisdiction.

02.That, Instead of keeping the compartment and engaged in providing the services the keeper slept in his bed and never wake up till the morning.

03.that, Instead of his engagement in providing the services to the passengers they all are busy selling foods to the passengers at the titlagarh railway station for the wrongful gain as they took Rs.200/- for a meal of Rs.140/- and did not provided the water bottle with the meal and charges Rs.20/- extra for the same.

04.That, due to the deceitful means the passengers Mr. A.K.Sharma the holder of the ticket having PNR No. X7X2X9X0X6 of the train DURG Puri express of Dt. 06-12-2022 suffed from the cost and severe respiratory problem due to the  pneumonia and cuff and is still suffering due to the grievious injury as his worked has totally stopped due to the same.

So your are requested to take urgent cognizance into the matter a, refund the ticket amount and compensate the victim passenger adequately.",Railway,2565,2,"['Railway', 'Complaint against staff other than Train and station']","[2565, 11572]"
